consumer_name,consumer_nb_review_writed,stars,title_review,content_review,date_experience,company
Emmanuel OGER,2,1,AUCUNE REPONSE DU SERVICE CLIENT MES01,"A cette heure le 11/09 ma Commande : 103294832Date : 31/08/20Total TTC : 63,40 €EST TOUJOURS NON RECUE !!!!",,lepetitballon.com
Hervé CHAUVEAU,3,5,Surprenant....,"Je suis très étonné de la variété des produits proposés à l'aveugle.la disparité des vins me permets de découvrir la France, le Monde;;;J'apprécie cette diversité .Le rapport qualité - prix est surprenant.Je vous encourage dans cette voie.Merci",,lepetitballon.com
M. Dominique Paradis,3,5,Une équipe de choc,"L'équipe du Petit Ballon reste toujours accueillante, même si l'on n'est plus abonné et ça, c'est la classe ! On trouve toujours bouteille à sa convenance dans la collection, bravo, continuez !",,lepetitballon.com
Thomas Bertrand,1,5,A chaque colis une expérience nouvelle…,A chaque colis une expérience nouvelle et riche en culture !!! Merci,,lepetitballon.com
Daniel Jauze,1,5,Le petit ballon le choix la qualité les…,Le petit ballon le choix la qualité les conseils sans se déplacer et en découvrant des vins que je n’aurais jamais goûté sans ça. Ce devrait être remboursé par la sécurité sociale pour le bonheur que cela procure ça réduirait la prise de médicaments !,,lepetitballon.com
denis goschler,1,5,expérience très enrichissante qui…,expérience très enrichissante qui stimule la curiosité et l'envie de découverte et de partage autour du vin,,lepetitballon.com
Jean-Paul Gangloff,1,4,Même pendant cette période difficile,"Même pendant cette période difficile, j’ai apprécié le professionnalisme de l’équipe du petit ballon.",,lepetitballon.com
Gio,2,4,Belle expérience !,"Belle expérience ! Sélection de vins intéressante, livrée avec toutes les infos nécessaires : garde, apogée, carafage, composition, avis etc. (coffret super sympa et cadeau de fin d’abonnement). Délai de livraison respecté (informé le cas échéant). A refaire !",,lepetitballon.com
marc berthet,1,5,Super concept,"Super concept, 2 belles découvertes chaque mois, je ne suis jamais déçu !!",,lepetitballon.com
Gerard Bret,5,5,Champagne premier cru,Le rapport qualité prix est correct. La qualité des vins est très bonne.,,lepetitballon.com
romain robic,1,5,J'adore,"J'adore, découverte de vins différents tous les mois à prix abordable",,lepetitballon.com
J M,1,5,Toujours surpris et en bien de la…,Toujours surpris et en bien de la livraison mensuelle..,,lepetitballon.com
Stephanie Moittie,1,5,Très bien !,"Faire découvrir des bons petits vins chaque mois, une super idée cadeau !",,lepetitballon.com
Emmanuel Oger,1,1,Aucune info sur le délai de livraison,"J'ai passé une commande le lundi 31/08 et en date du 7/09..... soit 4 jours OUVRES, je n'ai aucune information sur ma commande.Lorsque vous contactez le service client ce dernier passe son temps à justifier que tout va bien avec un délai de 3 à 8 jours ouvrés de livraison. Mon problème n'est pas le délai mais de n'avoir aucune info sur la date de livraison. INADMISSIBLE !!!",,lepetitballon.com
Herve Couvignou,1,5,Très sérieux et des bons produits…,Très sérieux et des bons produits rapport qualité prix,,lepetitballon.com
Rémi Bailly,1,5,Je recommande vivement,Un service et des produits de qualité,,lepetitballon.com
Sylvie,5,5,Rapidité,Rapidité. Emballage impeccable. Au top,,lepetitballon.com
Arnaud Colin,2,5,Vins originaux et de qualité,"Vins originaux et de qualité, livrés dans des délais satisfaisants.",,lepetitballon.com
Joseph Caserta,1,5,Chaque bouteille est une découverte…,Chaque bouteille est une découverte toujours aussi bonne que la précédente. Ne changez rien !!! Merci,,lepetitballon.com
padioleau,2,5,au top.,"rarement déçu (une fois avec une bouteille qui avait tournée vinaigre, remplacée dans la foulée par le petit ballon), j'adore les surprises. Et le petit guide par bouteille est vraiment intéressant, ça donne un petit intérêt en plus d'apprendre à connaitre le domaine et le vin via ce petit mémo.",,lepetitballon.com
Thibaud Poignant,1,4,Bonne idée cadeau,"Découverte intéressante et très bon cadeau.Petit couac parfois sur la livraison, mais qu'on peut aisément mettre pour le compte de la période COVID.",,lepetitballon.com
Fred Miquel,1,5,J'aime beaucoup le petit ballon.,J'aime beaucoup le petit ballon.Il m'a permis de découvrir et apprécier de nouveau produits. Merci,,lepetitballon.com
pierre jeanine bandinelli,3,5,Abonnez vous sans aucunes hésitations !!!!,"Toujours très satisfait du service, de la très bonne sélection des vins .Le petit ballon !!!! Je le recommande à tout mon entourage.",,lepetitballon.com
jean-louis MICHEL,1,5,excellent vins,excellent vinsde beaux choixje recommande,,lepetitballon.com
Laurence Mignot,1,5,Abonnement reçu en cadeau,Abonnement reçu en cadeau. C'est un concept original. Quel plaisir d'ouvrir le colis et de se faire une petite dégustation avec tout plein d'infos dans la Gazette. Je recommande.,,lepetitballon.com
christelle rouveirol,1,5,Le colis est arrivé avec un petit…,Le colis est arrivé avec un petit soucis mais tout a été vite réglé en contactant le petit ballon. Très bon service,,lepetitballon.com
HUGUET Christian,2,4,Je suis un abonné fidèle et globalement…,"Je suis un abonné fidèle et globalement satisfait des prestations du Petit Ballon . Parfois je peux critiquer des sélections un peu ""faciles"".",,lepetitballon.com
Servais Michel,2,5,Commande de vin en ligne.,"Lors d'un renouvellement d'abonnement à l'âge de raisin, je vois qu'un vin que j'avais goûté et apprécié est toujours disponible, je le commande en 2 clics et 3 jours après il est livré au point relais choisi. Parfait. Merci.",,lepetitballon.com
Eric DENIAU,1,5,A chaque livraison un vraie bonne…,A chaque livraison un vraie bonne découverte.,,lepetitballon.com
ANDRÉ,2,4,Un cadeau de fête des pères original,"J'ai découvert le Petit Ballon via un coffret cadeau. Le concept est original et les propositions sont intéressantes, notamment pour un petit amateur de vin comme moi.",,lepetitballon.com
Chloé,1,5,Concept au top !,"J'ai reçu pour mon anniversaire un abonnement de 9 mois et j'adhère complètement au système. C'est vraiment un concept super qui fait découvrir des vins que nous ne voyons pas partout. Le questionnaire pour définir le profil est top, je n'ai jamais été déçue ! Je recommande !",,lepetitballon.com
Robert Comby,1,5,toujours aussi satisfait des vins…,toujours aussi satisfait des vins proposés et des délais de livraison lors des commandes,,lepetitballon.com
justine oliger,2,4,Le petit ballon,"Le. Sondage arrive trop rapidement, nous n avons pas eu le tps de, goûter les vins",,lepetitballon.com
lolli pop,1,5,Je suis abonnée à la box Le Petit…,"Je suis abonnée à la box Le Petit ballon, chaque mois je me réjouis de recevoir et découvrir mes vins envoyés. J'ai eu l'occasion de découvrir de vraies pépites.Le site est sérieux, les commentaires et les recommendations sont exactes. L'envoi des colis est de qualité et assez rapide",,lepetitballon.com
Lapandry,1,5,Bonne découverte de vins méconnus,,,lepetitballon.com
Christophe Mahé,2,5,Toujours de belles découverte appétits…,Toujours de belles découverte appétits prix bravo,,lepetitballon.com
Quentin MARINOSO,1,5,Une bonne manière de découvrir les vins…,"Une bonne manière de découvrir les vins de France et d'ailleurs! De bons choix, des informations utiles et toujours un petit cadeau ludique!",,lepetitballon.com
charles yeve,1,5,"Livraison rapide,colis impeccable et…","Livraison rapide,colis impeccable et produit bien protégé, merci bien,il n'y a plus qu'à degister😁😁",,lepetitballon.com
CEDRIC87,2,5,Super cadeau,"Je ne connaissais pas le Petit Ballon avant de recevoir un abonnement de 3 mois en cadeau. Des fiches conseils précises, simples et concises pour chaque bouteille. Idéal pour un gourmet et amateur de vins comme moi. Très bon concept, à la fois original et astucieux.Bravo à l'équipe !",,lepetitballon.com
jacky escalais,4,5,très original et ça oblige à découvrir…,très original et ça oblige à découvrir autre chose que l'on ne ferait peut être pas,,lepetitballon.com
Elodie,2,5,Plaisir de découvrir,"Cadeau que j’ai offert à mon chéri dans un peu premier temps et qui m’a été offert par une copine par la suite, c’est toujours une agréable découverte et un plaisir d’ouvrir la boîte aux lettres, de déguster et d’être surpris !! On renouvellera très certainement notre abonnement :-)",,lepetitballon.com
Martine Martin,2,5,Une très belle découverte grâce à mes enfants …,Une très belle découverte grâce à mes enfants qui m'ont offert une box une excellente idée. A mon tour je vais faire découvrir cette box.,,lepetitballon.com
jany lescoulie,1,5,Cadeau absolument génial,"Cadeau absolument génial ! Je connaissais le principe de la box pour les livres, je découvre pour les vins C’est vraiment une idée remarquable. Bravo et merci",,lepetitballon.com
JM Dutertre,1,5,Toujours satisfait des interactions…,Toujours satisfait des interactions avec le service après vente du petit ballon (et bien sûr des vins proposés et dégustés).,,lepetitballon.com
Laura,2,5,Service client,Lucie au service client est très réactive et à su repondre au mieux à ma demande. Je recommande toujours à 100%,,lepetitballon.com
Robert Facini,1,5,Genial,Genial. Je decouvre des vins accessibles que je n’aurais jamais testé seul.,,lepetitballon.com
Philippe Delzanno,5,5,"parfait,rapide",,,lepetitballon.com
Aguillon,1,5,Super,"Super, livraison dans des délais très satisfaisant. De belles découvertes à boire en famille..",,lepetitballon.com
Patrick Guyonnet,1,5,Cadeau d'anniversaire de ma fille,"Un cadeau d'anniversaire de ma fille, et je dois dire que j'attends toujours avec impatience mes bouteilles. Belle surprise lorsque j'ouvre le carton : une belle présentation et des informations sur les vins livrés. Vraiment très sympa pour découvrir ces vins et aborder un peu l'œnologie. Bravo !",,lepetitballon.com
Steph,2,5,Je suis abonné mensuellement,"Je suis abonné mensuellement, et toujours agréablement surpris par la sélection . L’étiquette pédagogique et explicative associée à chaque bouteille est une excellente idée .",,lepetitballon.com
Thierry MERAT,2,5,Excellent Sérieux et rapide,Excellent Sérieux et rapide. Que peut-on demander de plus. Ah oui le plaisir ! Celui-ci est au rendez-vous avec une sélection toujours pertinente et correspondante à mes gouts.,,lepetitballon.com
Christian Vld,3,5,Excellents produits diversifiés que je…,"Excellents produits diversifiés que je n'aurai pas choisi de moi-même, merci à toute l'équipe de Petit Ballon!",,lepetitballon.com
EMMANUEL PAUCHET,4,5,Toujours une bonne surprise,"Rapide, efficace, bien emballé… Et toujours des nouvelles pépites à découvrir",,lepetitballon.com
Marc Verrier,1,5,Très bon site pour découvrir de…,Très bon site pour découvrir de nouveaux vins. Je conseille à tous,,lepetitballon.com
Philippe MITRE,1,5,Le Petit Ballon fait salon,"Chez moi, entre amis, Le Petit Ballon tient salon :Dégustations, passions, émotions et quelques chansons...plein de petits bonheurs qui réchauffent le cœur, du talon jusqu'au plafond !",,lepetitballon.com
yannick,2,5,très bonne expérience,,,lepetitballon.com
Christian,2,5,ll s agit d une experience -cadeau qui m a enchanté,ll s agit d une experience -cadeau qui me laissera un très bon souvenir..,,lepetitballon.com
MT,2,5,Toujours très satisfait !,Toujours très satisfait !! Entre les sélections mensuelles et les commandes pontuelles !! Jamais déçu !!,,lepetitballon.com
Tomé Teixeira,3,5,Tres belle expérience avec le Petit…,"Tres belle expérience avec le Petit Ballon, les délais sont rapides, l'emballage des bouteilles est top. Tres fiable et leur communication est top.",,lepetitballon.com
Philippe Deflandre,3,5,Services et produits toujours au top.,,,lepetitballon.com
Nico Go,1,5,super,"Livraison au top, choix et qualité au rendez-vous et surtout un excellent service client",,lepetitballon.com
COMPTOIR DES MONNAIES,3,5,Parfait Merci,,,lepetitballon.com
Laurent Grenier,1,5,Une équipe qui gagne,Comme toujours le colis arrive en bon état dans un délai d’acheminement très court.Bravo à toute l’équipe et bonne continuation.,,lepetitballon.com
Fabrice UMARK,1,4,Innovant,"Le goût de faire découvrir des nouveautés, des descriptions précises.",,lepetitballon.com
Jean-Michel Denaud,5,5,La surprise du mois,Pour un néophyte comme moi c'est toujours un plaisir de découvrir chaque mois deux nouveaux vins de qualité,,lepetitballon.com
gilles,2,3,"Votre réponse (automat ?): Taisez-vous, je travaille pour vous",Votre première réponse (automatique ?) à ma 1ère demande était plutôt déconcertante ;)La seconde répondait à ma question,,lepetitballon.com
Helene Blin,2,5,Ptit ballon,Ptit ballon ? Au top !!!,,lepetitballon.com
Marie,1,5,Un service client au top et très…,"Un service client au top et très comprehensif !Produits de qualité, je recommande !",,lepetitballon.com
Victor,1,5,Un client fidèle et satisfait,"Les vins reçus via les boxs et commandés sont tous d'une grande qualité et d'un prix relativement accessible (en comparaison des cavistes ou hypermarchés habituels).J'ai sollicité une fois Jean-Michel Deluc pour avoir un avis ""d'expert"" sur un vieux vin que je possède et la réponse fut à la hauteur des attentes: rapide mais surtout complète et très détaillée.Enfin, j'ai pu tester le concept de la carte cadeau à offrir: simple d'utilisation, aussi bien pour celui qui offre que celui qui achète. Très très bon concept.Bref, je suis client depuis 1an et compte bien le rester :)",,lepetitballon.com
